2024.08.18 09:50:47 INFO  Started: Metals version 1.3.5 in folders 'C:\Users\abina\OneDrive\Desktop\Scala-09' for client Visual Studio Code 1.92.1.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@4eb6f317]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@23014cee]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@4eb6f317]
2024.08.18 09:50:48 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.08.18 09:50:50 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:50:51 INFO  Running List(C:\Users\abina\AppData\Local\Coursier\data\bin\scala-cli.BAT, setup-ide, C:\Users\abina\OneDrive\Desktop\Scala-09)
2024.08.18 09:50:52 INFO  Attempting to connect to the build server...
2024.08.18 09:50:52 INFO  Running BSP server List(C:\Users\abina\AppData\Local\Coursier\data\bin\.scala-cli.aux.exe, bsp, --json-options, C:\Users\abina\OneDrive\Desktop\Scala-09\.scala-build\ide-options-v2.json, --json-launcher-options, C:\Users\abina\OneDrive\Desktop\Scala-09\.scala-build\ide-launcher-options.json, --envs-file, C:\Users\abina\OneDrive\Desktop\Scala-09\.scala-build\ide-envs.json, C:\Users\abina\OneDrive\Desktop\Scala-09)
2024.08.18 09:50:51 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at C:\Users\abina\OneDrive\Desktop\Scala-09\.metals\bsp.trace.json or C:\Users\abina\AppData\Local\scalameta\metals\cache\bsp.trace.json
2024.08.18 09:50:57 INFO  BSP server: Starting compilation server
2024.08.18 09:51:07 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:09 WARN  no build target for: C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala
2024.08.18 09:51:09 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:09 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:09 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:09 INFO  time: Connected to build server in 16s
2024.08.18 09:51:09 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:09 INFO  Connected to Build server: scala-cli v1.3.2
2024.08.18 09:51:10 WARN  no build target for: C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala
2024.08.18 09:51:10 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:11 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:11 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:11 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:12 WARN  no build target for: C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala
2024.08.18 09:51:12 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:12 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:14 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:15 WARN  no build target for: C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala
2024.08.18 09:51:15 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:15 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:16 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:16 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:16 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:17 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:17 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:18 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:17 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:17 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:17 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:17 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:19 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q2.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 09:51:19 INFO  time: Imported build in 9.85s
2024.08.18 09:51:19 INFO  running doctor check
2024.08.18 09:51:19 INFO  java targets: Scala-09_f4dd477a3a, Scala-09_f4dd477a3a-test
2024.08.18 09:51:19 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:22 INFO  time: compiled Scala-09_f4dd477a3a in 2.68s
2024.08.18 09:51:22 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:22 INFO  time: compiled Scala-09_f4dd477a3a in 0.13s
2024.08.18 09:51:23 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:23 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.08.18 09:51:23 INFO  time: compiled Scala-09_f4dd477a3a in 0.26s
2024.08.18 09:51:26 INFO  time: indexed workspace in 7.54s
2024.08.18 09:51:27 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:27 INFO  time: compiled Scala-09_f4dd477a3a in 0.35s
2024.08.18 09:51:27 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:27 INFO  time: compiled Scala-09_f4dd477a3a in 0.3s
2024.08.18 09:51:28 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:28 INFO  time: compiled Scala-09_f4dd477a3a in 0.23s
2024.08.18 09:51:31 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:31 INFO  time: compiled Scala-09_f4dd477a3a in 0.77s
2024.08.18 09:51:34 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:34 INFO  time: compiled Scala-09_f4dd477a3a in 0.68s
Aug 18, 2024 9:51:49 AM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 146
2024.08.18 09:51:53 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:51:55 INFO  time: compiled Scala-09_f4dd477a3a in 2.12s
2024.08.18 09:52:02 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:52:02 INFO  time: compiled Scala-09_f4dd477a3a in 0.6s
2024.08.18 09:52:05 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:52:06 INFO  time: compiled Scala-09_f4dd477a3a in 1s
2024.08.18 09:52:06 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:52:06 INFO  time: compiled Scala-09_f4dd477a3a in 0.18s
2024.08.18 09:52:11 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:52:11 INFO  time: compiled Scala-09_f4dd477a3a in 0.61s
2024.08.18 09:52:12 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:52:12 INFO  time: compiled Scala-09_f4dd477a3a in 0.62s
2024.08.18 09:52:16 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:52:16 INFO  time: compiled Scala-09_f4dd477a3a in 0.14s
2024.08.18 09:56:08 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:56:08 INFO  time: compiled Scala-09_f4dd477a3a in 0.67s
2024.08.18 09:56:33 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:56:33 INFO  time: compiled Scala-09_f4dd477a3a in 0.48s
2024.08.18 09:58:10 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:58:10 INFO  time: compiled Scala-09_f4dd477a3a in 0.36s
2024.08.18 09:58:21 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:58:21 INFO  time: compiled Scala-09_f4dd477a3a in 0.48s
2024.08.18 09:59:01 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q2.scala
2024.08.18 09:59:02 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:59:02 INFO  time: compiled Scala-09_f4dd477a3a in 0.11s
2024.08.18 09:59:02 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q2.scala
2024.08.18 09:59:14 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:59:14 INFO  time: compiled Scala-09_f4dd477a3a in 0.86s
2024.08.18 09:59:31 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 09:59:31 INFO  time: compiled Scala-09_f4dd477a3a in 0.21s
2024.08.18 10:00:59 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q3.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 10:00:59 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q3.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 10:00:59 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q3.scala
2024.08.18 10:01:00 INFO  running doctor check
2024.08.18 10:01:00 INFO  java targets: Scala-09_f4dd477a3a, Scala-09_f4dd477a3a-test
2024.08.18 10:01:00 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:01:00 INFO  time: compiled Scala-09_f4dd477a3a in 0.13s
2024.08.18 10:01:02 INFO  time: indexed workspace in 2.42s
2024.08.18 10:01:08 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q3.scala
2024.08.18 10:01:11 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:01:11 INFO  time: compiled Scala-09_f4dd477a3a in 0.74s
2024.08.18 10:01:28 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q3.scala
2024.08.18 10:01:30 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:01:30 INFO  time: compiled Scala-09_f4dd477a3a in 0.11s
2024.08.18 10:01:30 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q3.scala
2024.08.18 10:03:24 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q3.scala
2024.08.18 10:03:25 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q3.scala
2024.08.18 10:03:27 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:03:27 INFO  time: compiled Scala-09_f4dd477a3a in 0.77s
2024.08.18 10:03:50 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q1.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 10:03:50 INFO  no build target found for C:\Users\abina\OneDrive\Desktop\Scala-09\Q1.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.18 10:03:50 WARN  Could not find semantic tokens for: file:///C:/Users/abina/OneDrive/Desktop/Scala-09/Q1.scala
2024.08.18 10:03:51 INFO  running doctor check
2024.08.18 10:03:51 INFO  java targets: Scala-09_f4dd477a3a, Scala-09_f4dd477a3a-test
2024.08.18 10:03:51 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:03:51 INFO  time: compiled Scala-09_f4dd477a3a in 0.15s
2024.08.18 10:03:53 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:03:53 INFO  time: indexed workspace in 2.17s
2024.08.18 10:03:53 INFO  time: compiled Scala-09_f4dd477a3a in 0.67s
Aug 18, 2024 10:04:24 AM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 603
2024.08.18 10:04:28 WARN  Could not load snapshot text for C:\Users\abina\OneDrive\Desktop\Scala-09\Q1.scala
2024.08.18 10:04:28 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:29 WARN  Could not load snapshot text for C:\Users\abina\OneDrive\Desktop\Scala-09\Q1.scala
2024.08.18 10:04:28 INFO  time: compiled Scala-09_f4dd477a3a in 0.67s
2024.08.18 10:04:32 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:32 INFO  time: compiled Scala-09_f4dd477a3a in 0.55s
2024.08.18 10:04:37 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:37 INFO  time: compiled Scala-09_f4dd477a3a in 0.55s
2024.08.18 10:04:40 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:40 INFO  time: compiled Scala-09_f4dd477a3a in 0.46s
2024.08.18 10:04:44 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:44 INFO  time: compiled Scala-09_f4dd477a3a in 0.46s
2024.08.18 10:04:52 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:52 INFO  time: compiled Scala-09_f4dd477a3a in 0.22s
2024.08.18 10:04:57 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:04:57 INFO  time: compiled Scala-09_f4dd477a3a in 0.14s
2024.08.18 10:05:01 INFO  compiling scala-09_f4dd477a3a (1 scala source)
2024.08.18 10:05:01 INFO  time: compiled Scala-09_f4dd477a3a in 0.43s
2024.08.18 12:52:54 INFO  Shutting down server
2024.08.18 12:52:54 INFO  shutting down Metals
2024.08.18 12:52:54 INFO  Shut down connection with build server.
2024.08.18 12:52:54 INFO  Exiting server
2024.08.19 20:01:54 INFO  Started: Metals version 1.3.5 in folders 'C:\Users\abina\OneDrive\Desktop\Scala-09' for client Visual Studio Code 1.92.2.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@47dec37f]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@28c61160]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@47dec37f]
2024.08.19 20:01:55 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.08.19 20:01:56 INFO  Attempting to connect to the build server...
2024.08.19 20:01:56 INFO  Running BSP server List(C:\Users\abina\AppData\Local\Coursier\data\bin\.scala-cli.aux.exe, bsp, --json-options, C:\Users\abina\OneDrive\Desktop\Scala-09\.scala-build\ide-options-v2.json, --json-launcher-options, C:\Users\abina\OneDrive\Desktop\Scala-09\.scala-build\ide-launcher-options.json, --envs-file, C:\Users\abina\OneDrive\Desktop\Scala-09\.scala-build\ide-envs.json, C:\Users\abina\OneDrive\Desktop\Scala-09)
2024.08.19 20:01:56 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at C:\Users\abina\OneDrive\Desktop\Scala-09\.metals\bsp.trace.json or C:\Users\abina\AppData\Local\scalameta\metals\cache\bsp.trace.json
2024.08.19 20:02:02 INFO  BSP server: Starting compilation server
2024.08.19 20:02:17 INFO  time: Connected to build server in 20s
2024.08.19 20:02:17 INFO  Connected to Build server: scala-cli v1.3.2
2024.08.19 20:02:17 INFO  time: Imported build in 0.24s
2024.08.19 20:02:17 INFO  running doctor check
